rxn_id,rxn_smiles,solvent,temp,G_act,G_r
2002,[C:13]([N:14]([C:15](=[O:16])[C:17]([C:18](=[O:19])[O:20][C:21]([H:33])([H:34])[H:35])=[N+:22]([C:23]([H:36])([H:37])[H:38])[C-:24]([C:25](=[O:26])[O:27][C:28]([H:40])([H:41])[H:42])[H:39])[H:32])([H:29])([H:30])[H:31].[C:1]([N:2]([C:3](=[O:4])[C:5]1=[C:6]([F:7])[C:8]2([H:47])[C:9]([H:48])=[C:10]([H:49])[C:11]1([H:50])[O:12]2)[H:46])([H:43])([H:44])[H:45]>>[C:1]([N:2]([C:3](=[O:4])[C:5]12[C:6]([F:7])([C:8]3([H:47])[C:9]([H:48])=[C:10]([H:49])[C:11]1([H:50])[O:12]3)[C:24]([C:25](=[O:26])[O:27][C:28]([H:40])([H:41])[H:42])([H:39])[N:22]([C:23]([H:36])([H:37])[H:38])[C:17]2([C:15]([N:14]([C:13]([H:29])([H:30])[H:31])[H:32])=[O:16])[C:18](=[O:19])[O:20][C:21]([H:33])([H:34])[H:35])[H:46])([H:43])([H:44])[H:45],water,298.15,21.72145761733901,-34.860070576138085
2003,[C:13]([N:14]([C:15](=[O:16])[C:17]([C:18](=[O:19])[O:20][C:21]([H:33])([H:34])[H:35])=[N+:22]([C:23]([H:36])([H:37])[H:38])[C-:24]([C:25](=[O:26])[O:27][C:28]([H:40])([H:41])[H:42])[H:39])[H:32])([H:29])([H:30])[H:31].[C:1]([N:2]([C:3](=[O:4])[C:5]1=[C:6]([F:7])[C:8]2([H:47])[C:9]([H:48])=[C:10]([H:49])[C:11]1([H:50])[O:12]2)[H:46])([H:43])([H:44])[H:45]>>[C:1]([N:2]([C:3](=[O:4])[C:5]1=[C:6]([F:7])[C:8]2([H:47])[C:9]3([H:48])[C:10]([H:49])([C:11]1([H:50])[O:12]2)[C:17]([C:15]([N:14]([C:13]([H:29])([H:30])[H:31])[H:32])=[O:16])([C:18](=[O:19])[O:20][C:21]([H:33])([H:34])[H:35])[N:22]([C:23]([H:36])([H:37])[H:38])[C:24]3([C:25](=[O:26])[O:27][C:28]([H:40])([H:41])[H:42])[H:39])[H:46])([H:43])([H:44])[H:45],water,298.15,20.488523980472824,-43.224526192043314
2004,[C:18]([N:19]([C:20](=[O:21])[N:22]=[N+:23]([N-:24][C:25](=[O:26])[O:27][C:28]([H:34])([H:35])[H:36])[H:33])[H:32])([H:29])([H:30])[H:31].[C:1]([O:2][C:3]1([F:4])[C:5]#[C:6][C:7]([C:8]([C:9]([H:40])([H:41])[H:42])=[O:10])([C:11]([C:12]([H:43])([H:44])[H:45])=[O:13])[C:14]([H:46])([H:47])[C:15]([H:48])([H:49])[C:16]([H:50])([H:51])[C:17]1([H:52])[H:53])([H:37])([H:38])[H:39]>>[C:1]([O:2][C:3]1([F:4])[C:5]2=[C:6]([C:7]([C:8]([C:9]([H:40])([H:41])[H:42])=[O:10])([C:11]([C:12]([H:43])([H:44])[H:45])=[O:13])[C:14]([H:46])([H:47])[C:15]([H:48])([H:49])[C:16]([H:50])([H:51])[C:17]1([H:52])[H:53])[N:24]([C:25](=[O:26])[O:27][C:28]([H:34])([H:35])[H:36])[N:23]([H:33])[N:22]2[C:20]([N:19]([C:18]([H:29])([H:30])[H:31])[H:32])=[O:21])([H:37])([H:38])[H:39],water,298.15,31.15326730076745,-21.109798664511885
2005,[C:18]([N:19]([C:20](=[O:21])[N:22]=[N+:23]([N-:24][C:25](=[O:26])[O:27][C:28]([H:34])([H:35])[H:36])[H:33])[H:32])([H:29])([H:30])[H:31].[C:1]([O:2][C:3]1([F:4])[C:5]#[C:6][C:7]([C:8]([C:9]([H:40])([H:41])[H:42])=[O:10])([C:11]([C:12]([H:43])([H:44])[H:45])=[O:13])[C:14]([H:46])([H:47])[C:15]([H:48])([H:49])[C:16]([H:50])([H:51])[C:17]1([H:52])[H:53])([H:37])([H:38])[H:39]>>[C:1]([O:2][C:3]1([F:4])[C:5]2=[C:6]([C:7]([C:8]([C:9]([H:40])([H:41])[H:42])=[O:10])([C:11]([C:12]([H:43])([H:44])[H:45])=[O:13])[C:14]([H:46])([H:47])[C:15]([H:48])([H:49])[C:16]([H:50])([H:51])[C:17]1([H:52])[H:53])[N:22]([C:20]([N:19]([C:18]([H:29])([H:30])[H:31])[H:32])=[O:21])[N:23]([H:33])[N:24]2[C:25](=[O:26])[O:27][C:28]([H:34])([H:35])[H:36])([H:37])([H:38])[H:39],water,298.15,41.22704097684103,-23.75732779394248
2008,[C:10]([N:11]([C:12](=[O:13])[C:14](=[O+:15][C-:16]([C:17](=[O:18])[O:19][C:20]([H:33])([H:34])[H:35])[C:21](=[O:22])[O:23][C:24]([H:36])([H:37])[H:38])[C:25](=[O:26])[O:27][C:28]([H:39])([H:40])[H:41])[H:32])([H:29])([H:30])[H:31].[C:1]([C:2]1=[C:3]([F:4])[C:5]2([H:45])[C:6]([H:46])([H:47])[C:7]([H:48])([H:49])[C:8]1([H:50])[C:9]2([H:51])[H:52])([H:42])([H:43])[H:44]>>[C:1]([C:2]12[C:3]([F:4])([C:5]3([H:45])[C:6]([H:46])([H:47])[C:7]([H:48])([H:49])[C:8]1([H:50])[C:9]3([H:51])[H:52])[C:14]([C:12]([N:11]([C:10]([H:29])([H:30])[H:31])[H:32])=[O:13])([C:25](=[O:26])[O:27][C:28]([H:39])([H:40])[H:41])[O:15][C:16]2([C:17](=[O:18])[O:19][C:20]([H:33])([H:34])[H:35])[C:21](=[O:22])[O:23][C:24]([H:36])([H:37])[H:38])([H:42])([H:43])[H:44],water,298.15,12.50848248016078,-47.06081507694529
2009,[C:10]([N:11]([C:12](=[O:13])[C:14](=[O+:15][C-:16]([C:17](=[O:18])[O:19][C:20]([H:33])([H:34])[H:35])[C:21](=[O:22])[O:23][C:24]([H:36])([H:37])[H:38])[C:25](=[O:26])[O:27][C:28]([H:39])([H:40])[H:41])[H:32])([H:29])([H:30])[H:31].[C:1]([C:2]1=[C:3]([F:4])[C:5]2([H:45])[C:6]([H:46])([H:47])[C:7]([H:48])([H:49])[C:8]1([H:50])[C:9]2([H:51])[H:52])([H:42])([H:43])[H:44]>>[C:1]([C:2]12[C:3]([F:4])([C:5]3([H:45])[C:6]([H:46])([H:47])[C:7]([H:48])([H:49])[C:8]1([H:50])[C:9]3([H:51])[H:52])[C:16]([C:17](=[O:18])[O:19][C:20]([H:33])([H:34])[H:35])([C:21](=[O:22])[O:23][C:24]([H:36])([H:37])[H:38])[O:15][C:14]2([C:12]([N:11]([C:10]([H:29])([H:30])[H:31])[H:32])=[O:13])[C:25](=[O:26])[O:27][C:28]([H:39])([H:40])[H:41])([H:42])([H:43])[H:44],water,298.15,12.12641882825754,-46.911579646839726
2010,[C:12]([N:13]([C:14](=[O:15])[C:16](=[N+:17]([C-:18]([C:19]#[N:20])[c:21]1[c:22]([H:35])[c:23]([H:36])[c:24]([H:37])[c:25]([H:38])[c:26]1[H:39])[H:34])[C:27]([C:28]([H:40])([H:41])[H:42])=[O:29])[H:33])([H:30])([H:31])[H:32].[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([H:43])[C:7]2([H:44])[C:8]([H:45])([H:46])[C:9]([H:47])([H:48])[C:10]1([H:49])[C:11]2([H:50])[H:51]>>[F:1][C:2]([F:3])([F:4])[C:5]12[C:6]([H:43])([C:7]3([H:44])[C:8]([H:45])([H:46])[C:9]([H:47])([H:48])[C:10]1([H:49])[C:11]3([H:50])[H:51])[C:18]([C:19]#[N:20])([c:21]1[c:22]([H:35])[c:23]([H:36])[c:24]([H:37])[c:25]([H:38])[c:26]1[H:39])[N:17]([H:34])[C:16]2([C:14]([N:13]([C:12]([H:30])([H:31])[H:32])[H:33])=[O:15])[C:27]([C:28]([H:40])([H:41])[H:42])=[O:29],water,298.15,25.226708943014607,-8.89882035275568
2011,[C:12]([N:13]([C:14](=[O:15])[C:16](=[N+:17]([C-:18]([C:19]#[N:20])[c:21]1[c:22]([H:35])[c:23]([H:36])[c:24]([H:37])[c:25]([H:38])[c:26]1[H:39])[H:34])[C:27]([C:28]([H:40])([H:41])[H:42])=[O:29])[H:33])([H:30])([H:31])[H:32].[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([H:43])[C:7]2([H:44])[C:8]([H:45])([H:46])[C:9]([H:47])([H:48])[C:10]1([H:49])[C:11]2([H:50])[H:51]>>[F:1][C:2]([F:3])([F:4])[C:5]12[C:6]([H:43])([C:7]3([H:44])[C:8]([H:45])([H:46])[C:9]([H:47])([H:48])[C:10]1([H:49])[C:11]3([H:50])[H:51])[C:16]([C:14]([N:13]([C:12]([H:30])([H:31])[H:32])[H:33])=[O:15])([C:27]([C:28]([H:40])([H:41])[H:42])=[O:29])[N:17]([H:34])[C:18]2([C:19]#[N:20])[c:21]1[c:22]([H:35])[c:23]([H:36])[c:24]([H:37])[c:25]([H:38])[c:26]1[H:39],water,298.15,26.284220975235662,-10.989071517733306
2012,[C:13]([O:14][C:15](=[O:16])[C-:17]([C:18]#[N:19])[N+:20]([C:21]([H:29])([H:30])[H:31])=[C:22]([C:23]([C:24]([H:33])([H:34])[H:35])=[O:25])[H:32])([H:26])([H:27])[H:28].[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([Br:7])[C:8]2([H:39])[C:9]([H:40])([H:41])[C:10]([H:42])([H:43])[C:11]1([H:44])[C:12]2([H:45])[H:46])([H:36])([H:37])[H:38]>>[C:1]([O:2][C:3](=[O:4])[C:5]12[C:6]([Br:7])([C:8]3([H:39])[C:9]([H:40])([H:41])[C:10]([H:42])([H:43])[C:11]1([H:44])[C:12]3([H:45])[H:46])[C:22]([C:23]([C:24]([H:33])([H:34])[H:35])=[O:25])([H:32])[N:20]([C:21]([H:29])([H:30])[H:31])[C:17]2([C:15]([O:14][C:13]([H:26])([H:27])[H:28])=[O:16])[C:18]#[N:19])([H:36])([H:37])[H:38],water,298.15,35.00353991163004,-8.408989118206232
2015,[C:16]([N:17]([C:18](=[O:19])[C:20](=[O+:21][C-:22]([C:23]([H:33])([H:34])[H:35])[C:24]([H:36])([H:37])[H:38])[C:25](=[O:26])[N:27]([C:28]([H:40])([H:41])[H:42])[H:39])[H:32])([H:29])([H:30])[H:31].[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[C:11]2([H:46])[C:12]([H:47])=[C:13]([H:48])[C:14]1([H:49])[O:15]2)([H:43])([H:44])[H:45]>>[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[C:11]2([H:46])[C:12]3([H:47])[C:13]([H:48])([C:14]1([H:49])[O:15]2)[C:22]([C:23]([H:33])([H:34])[H:35])([C:24]([H:36])([H:37])[H:38])[O:21][C:20]3([C:18]([N:17]([C:16]([H:29])([H:30])[H:31])[H:32])=[O:19])[C:25](=[O:26])[N:27]([C:28]([H:40])([H:41])[H:42])[H:39])([H:43])([H:44])[H:45],water,298.15,10.843967036402178,-64.62839016787039
2016,[C:16]([N:17]([C:18](=[O:19])[C:20](=[O+:21][C-:22]([C:23]([H:33])([H:34])[H:35])[C:24]([H:36])([H:37])[H:38])[C:25](=[O:26])[N:27]([C:28]([H:40])([H:41])[H:42])[H:39])[H:32])([H:29])([H:30])[H:31].[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[C:11]2([H:46])[C:12]([H:47])=[C:13]([H:48])[C:14]1([H:49])[O:15]2)([H:43])([H:44])[H:45]>>[C:1]([O:2][C:3](=[O:4])[C:5]12[C:6]([C:7]([F:8])([F:9])[F:10])([C:11]3([H:46])[C:12]([H:47])=[C:13]([H:48])[C:14]1([H:49])[O:15]3)[C:22]([C:23]([H:33])([H:34])[H:35])([C:24]([H:36])([H:37])[H:38])[O:21][C:20]2([C:18]([N:17]([C:16]([H:29])([H:30])[H:31])[H:32])=[O:19])[C:25](=[O:26])[N:27]([C:28]([H:40])([H:41])[H:42])[H:39])([H:43])([H:44])[H:45],water,298.15,15.142536334855292,-38.57448944339247
2018,[C:10]([N:11]([C:12](=[O:13])[C:14]([C:15](=[O:16])[N:17]([C:18]([H:35])([H:36])[H:37])[H:34])=[N+:19]([C:20]([H:38])([H:39])[H:40])[C-:21]([C:22]#[N:23])[c:24]1[c:25]([H:41])[c:26]([H:42])[c:27]([H:43])[c:28]([H:44])[c:29]1[H:45])[H:33])([H:30])([H:31])[H:32].[C:1]([C:2](=[O:3])[C:4]#[C:5][C:6]([F:7])([F:8])[F:9])([H:46])([H:47])[H:48]>>[C:1]([C:2](=[O:3])[C:4]1=[C:5]([C:6]([F:7])([F:8])[F:9])[C:21]([C:22]#[N:23])([c:24]2[c:25]([H:41])[c:26]([H:42])[c:27]([H:43])[c:28]([H:44])[c:29]2[H:45])[N:19]([C:20]([H:38])([H:39])[H:40])[C:14]1([C:12]([N:11]([C:10]([H:30])([H:31])[H:32])[H:33])=[O:13])[C:15](=[O:16])[N:17]([C:18]([H:35])([H:36])[H:37])[H:34])([H:46])([H:47])[H:48],water,298.15,14.333819359681833,-50.71285492536018
2019,[C:10]([N:11]([C:12](=[O:13])[C:14]([C:15](=[O:16])[N:17]([C:18]([H:35])([H:36])[H:37])[H:34])=[N+:19]([C:20]([H:38])([H:39])[H:40])[C-:21]([C:22]#[N:23])[c:24]1[c:25]([H:41])[c:26]([H:42])[c:27]([H:43])[c:28]([H:44])[c:29]1[H:45])[H:33])([H:30])([H:31])[H:32].[C:1]([C:2](=[O:3])[C:4]#[C:5][C:6]([F:7])([F:8])[F:9])([H:46])([H:47])[H:48]>>[C:1]([C:2](=[O:3])[C:4]1=[C:5]([C:6]([F:7])([F:8])[F:9])[C:14]([C:12]([N:11]([C:10]([H:30])([H:31])[H:32])[H:33])=[O:13])([C:15](=[O:16])[N:17]([C:18]([H:35])([H:36])[H:37])[H:34])[N:19]([C:20]([H:38])([H:39])[H:40])[C:21]1([C:22]#[N:23])[c:24]1[c:25]([H:41])[c:26]([H:42])[c:27]([H:43])[c:28]([H:44])[c:29]1[H:45])([H:46])([H:47])[H:48],water,298.15,18.135217855047625,-47.87533811258497
2020,[C:16]([O:17][C:18](=[O:19])[C:20](=[N+:21]([N-:22][C:23]#[N:24])[H:34])[c:25]1[c:26]([H:35])[c:27]([H:36])[c:28]([H:37])[c:29]([H:38])[c:30]1[H:39])([H:31])([H:32])[H:33].[C:1]([O:2][C:3]1=[C:4]([c:5]2[c:6]([H:43])[c:7]([H:44])[c:8]([H:45])[c:9]([H:46])[c:10]2[H:47])[C:11]2([H:48])[C:12]([H:49])=[C:13]([H:50])[C:14]1([H:51])[O:15]2)([H:40])([H:41])[H:42]>>[C:1]([O:2][C:3]1=[C:4]([c:5]2[c:6]([H:43])[c:7]([H:44])[c:8]([H:45])[c:9]([H:46])[c:10]2[H:47])[C:11]2([H:48])[C:12]3([H:49])[C:13]([H:50])([C:14]1([H:51])[O:15]2)[C:20]([C:18]([O:17][C:16]([H:31])([H:32])[H:33])=[O:19])([c:25]1[c:26]([H:35])[c:27]([H:36])[c:28]([H:37])[c:29]([H:38])[c:30]1[H:39])[N:21]([H:34])[N:22]3[C:23]#[N:24])([H:40])([H:41])[H:42],water,298.15,19.19523453631033,-30.151680947754787
2021,[C:16]([O:17][C:18](=[O:19])[C:20](=[N+:21]([N-:22][C:23]#[N:24])[H:34])[c:25]1[c:26]([H:35])[c:27]([H:36])[c:28]([H:37])[c:29]([H:38])[c:30]1[H:39])([H:31])([H:32])[H:33].[C:1]([O:2][C:3]1=[C:4]([c:5]2[c:6]([H:43])[c:7]([H:44])[c:8]([H:45])[c:9]([H:46])[c:10]2[H:47])[C:11]2([H:48])[C:12]([H:49])=[C:13]([H:50])[C:14]1([H:51])[O:15]2)([H:40])([H:41])[H:42]>>[C:1]([O:2][C:3]1=[C:4]([c:5]2[c:6]([H:43])[c:7]([H:44])[c:8]([H:45])[c:9]([H:46])[c:10]2[H:47])[C:11]2([H:48])[C:12]3([H:49])[C:13]([H:50])([C:14]1([H:51])[O:15]2)[N:22]([C:23]#[N:24])[N:21]([H:34])[C:20]3([C:18]([O:17][C:16]([H:31])([H:32])[H:33])=[O:19])[c:25]1[c:26]([H:35])[c:27]([H:36])[c:28]([H:37])[c:29]([H:38])[c:30]1[H:39])([H:40])([H:41])[H:42],water,298.15,19.847348026808294,-29.395728198324164
2022,[C:16]([O:17][C:18](=[O:19])[C:20](=[N+:21]([N-:22][C:23]#[N:24])[H:34])[c:25]1[c:26]([H:35])[c:27]([H:36])[c:28]([H:37])[c:29]([H:38])[c:30]1[H:39])([H:31])([H:32])[H:33].[C:1]([O:2][C:3]1=[C:4]([c:5]2[c:6]([H:43])[c:7]([H:44])[c:8]([H:45])[c:9]([H:46])[c:10]2[H:47])[C:11]2([H:48])[C:12]([H:49])=[C:13]([H:50])[C:14]1([H:51])[O:15]2)([H:40])([H:41])[H:42]>>[C:1]([O:2][C:3]12[C:4]([c:5]3[c:6]([H:43])[c:7]([H:44])[c:8]([H:45])[c:9]([H:46])[c:10]3[H:47])([C:11]3([H:48])[C:12]([H:49])=[C:13]([H:50])[C:14]1([H:51])[O:15]3)[N:22]([C:23]#[N:24])[N:21]([H:34])[C:20]2([C:18]([O:17][C:16]([H:31])([H:32])[H:33])=[O:19])[c:25]1[c:26]([H:35])[c:27]([H:36])[c:28]([H:37])[c:29]([H:38])[c:30]1[H:39])([H:40])([H:41])[H:42],water,298.15,28.79872166404985,-7.598204547862887
2023,[C:16]([O:17][C:18](=[O:19])[C:20](=[N+:21]([N-:22][C:23]#[N:24])[H:34])[c:25]1[c:26]([H:35])[c:27]([H:36])[c:28]([H:37])[c:29]([H:38])[c:30]1[H:39])([H:31])([H:32])[H:33].[C:1]([O:2][C:3]1=[C:4]([c:5]2[c:6]([H:43])[c:7]([H:44])[c:8]([H:45])[c:9]([H:46])[c:10]2[H:47])[C:11]2([H:48])[C:12]([H:49])=[C:13]([H:50])[C:14]1([H:51])[O:15]2)([H:40])([H:41])[H:42]>>[C:1]([O:2][C:3]12[C:4]([c:5]3[c:6]([H:43])[c:7]([H:44])[c:8]([H:45])[c:9]([H:46])[c:10]3[H:47])([C:11]3([H:48])[C:12]([H:49])=[C:13]([H:50])[C:14]1([H:51])[O:15]3)[C:20]([C:18]([O:17][C:16]([H:31])([H:32])[H:33])=[O:19])([c:25]1[c:26]([H:35])[c:27]([H:36])[c:28]([H:37])[c:29]([H:38])[c:30]1[H:39])[N:21]([H:34])[N:22]2[C:23]#[N:24])([H:40])([H:41])[H:42],water,298.15,18.930711557656988,-12.183812556633091
2024,[C:14]([O:15][C:16](=[O:17])[c:18]1[o:19][c:20](=[O:21])[c-:22]([C:23]#[N:24])[n+:25]1[C:26]([H:30])([H:31])[H:32])([H:27])([H:28])[H:29].[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][C:8]([Br:9])([H:33])[C:10]([H:34])([H:35])[C:11]([H:36])([H:37])[C:12]([H:38])([H:39])[C:13]1([H:40])[H:41]>>[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]2=[C:7]([C:8]([Br:9])([H:33])[C:10]([H:34])([H:35])[C:11]([H:36])([H:37])[C:12]([H:38])([H:39])[C:13]1([H:40])[H:41])[C:22]1([C:23]#[N:24])[C:20](=[O:21])[O:19][C:18]2([C:16]([O:15][C:14]([H:27])([H:28])[H:29])=[O:17])[N:25]1[C:26]([H:30])([H:31])[H:32],water,298.15,17.363552075147265,-14.732929853269471
2025,[C:14]([O:15][C:16](=[O:17])[c:18]1[o:19][c:20](=[O:21])[c-:22]([C:23]#[N:24])[n+:25]1[C:26]([H:30])([H:31])[H:32])([H:27])([H:28])[H:29].[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]#[C:7][C:8]([Br:9])([H:33])[C:10]([H:34])([H:35])[C:11]([H:36])([H:37])[C:12]([H:38])([H:39])[C:13]1([H:40])[H:41]>>[N:1]#[C:2][C:3]1([C:4]#[N:5])[C:6]2=[C:7]([C:8]([Br:9])([H:33])[C:10]([H:34])([H:35])[C:11]([H:36])([H:37])[C:12]([H:38])([H:39])[C:13]1([H:40])[H:41])[C:18]1([C:16]([O:15][C:14]([H:27])([H:28])[H:29])=[O:17])[O:19][C:20](=[O:21])[C:22]2([C:23]#[N:24])[N:25]1[C:26]([H:30])([H:31])[H:32],water,298.15,18.621824684812808,-14.79053673428591
2026,[C:1]([C:2](=[O:3])[C:4]1([C:5]([C:6]([H:32])([H:33])[H:34])=[O:7])[C:8]#[C:9][C:10]([C:11]([H:35])([H:36])[H:37])([Cl:12])[C:13]([H:38])([H:39])[C:14]([H:40])([H:41])[C:15]([H:42])([H:43])[C:16]1([H:44])[H:45])([H:29])([H:30])[H:31].[O:17]=[c:18]1[n-:19][n+:20]([H:46])[c:21](-[c:22]2[c:23]([H:47])[c:24]([H:48])[c:25]([H:49])[c:26]([H:50])[c:27]2[H:51])[o:28]1>>[C:1]([C:2](=[O:3])[C:4]1([C:5]([C:6]([H:32])([H:33])[H:34])=[O:7])[C:8]2=[C:9]([C:10]([C:11]([H:35])([H:36])[H:37])([Cl:12])[C:13]([H:38])([H:39])[C:14]([H:40])([H:41])[C:15]([H:42])([H:43])[C:16]1([H:44])[H:45])[C:21]1([c:22]3[c:23]([H:47])[c:24]([H:48])[c:25]([H:49])[c:26]([H:50])[c:27]3[H:51])[N:20]([H:46])[N:19]2[C:18](=[O:17])[O:28]1)([H:29])([H:30])[H:31],water,298.15,34.279223375808265,6.925565658692403
2027,[C:1]([C:2](=[O:3])[C:4]1([C:5]([C:6]([H:32])([H:33])[H:34])=[O:7])[C:8]#[C:9][C:10]([C:11]([H:35])([H:36])[H:37])([Cl:12])[C:13]([H:38])([H:39])[C:14]([H:40])([H:41])[C:15]([H:42])([H:43])[C:16]1([H:44])[H:45])([H:29])([H:30])[H:31].[O:17]=[c:18]1[n-:19][n+:20]([H:46])[c:21](-[c:22]2[c:23]([H:47])[c:24]([H:48])[c:25]([H:49])[c:26]([H:50])[c:27]2[H:51])[o:28]1>>[C:1]([C:2](=[O:3])[C:4]1([C:5]([C:6]([H:32])([H:33])[H:34])=[O:7])[C:8]2=[C:9]([C:10]([C:11]([H:35])([H:36])[H:37])([Cl:12])[C:13]([H:38])([H:39])[C:14]([H:40])([H:41])[C:15]([H:42])([H:43])[C:16]1([H:44])[H:45])[N:19]1[C:18](=[O:17])[O:28][C:21]2([c:22]2[c:23]([H:47])[c:24]([H:48])[c:25]([H:49])[c:26]([H:50])[c:27]2[H:51])[N:20]1[H:46])([H:29])([H:30])[H:31],water,298.15,35.20240925102328,13.719043584421485
2028,[C:15]([O:16][C:17](=[O:18])[C:19](=[N+:20]([C:21]([H:35])([H:36])[H:37])[C-:22]([C:23]#[N:24])[c:25]1[c:26]([H:38])[c:27]([H:39])[c:28]([H:40])[c:29]([H:41])[c:30]1[H:42])[H:34])([H:31])([H:32])[H:33].[C:1]([C:2]1=[C:3]([c:4]2[c:5]([H:46])[c:6]([H:47])[c:7]([H:48])[c:8]([H:49])[c:9]2[H:50])[C:10]2([H:51])[C:11]([H:52])=[C:12]([H:53])[C:13]1([H:54])[O:14]2)([H:43])([H:44])[H:45]>>[C:1]([C:2]1=[C:3]([c:4]2[c:5]([H:46])[c:6]([H:47])[c:7]([H:48])[c:8]([H:49])[c:9]2[H:50])[C:10]2([H:51])[C:11]3([H:52])[C:12]([H:53])([C:13]1([H:54])[O:14]2)[C:22]([C:23]#[N:24])([c:25]1[c:26]([H:38])[c:27]([H:39])[c:28]([H:40])[c:29]([H:41])[c:30]1[H:42])[N:20]([C:21]([H:35])([H:36])[H:37])[C:19]3([C:17]([O:16][C:15]([H:31])([H:32])[H:33])=[O:18])[H:34])([H:43])([H:44])[H:45],water,298.15,16.703520306113568,-41.28217032170389
2029,[C:15]([O:16][C:17](=[O:18])[C:19](=[N+:20]([C:21]([H:35])([H:36])[H:37])[C-:22]([C:23]#[N:24])[c:25]1[c:26]([H:38])[c:27]([H:39])[c:28]([H:40])[c:29]([H:41])[c:30]1[H:42])[H:34])([H:31])([H:32])[H:33].[C:1]([C:2]1=[C:3]([c:4]2[c:5]([H:46])[c:6]([H:47])[c:7]([H:48])[c:8]([H:49])[c:9]2[H:50])[C:10]2([H:51])[C:11]([H:52])=[C:12]([H:53])[C:13]1([H:54])[O:14]2)([H:43])([H:44])[H:45]>>[C:1]([C:2]12[C:3]([c:4]3[c:5]([H:46])[c:6]([H:47])[c:7]([H:48])[c:8]([H:49])[c:9]3[H:50])([C:10]3([H:51])[C:11]([H:52])=[C:12]([H:53])[C:13]1([H:54])[O:14]3)[C:19]([C:17]([O:16][C:15]([H:31])([H:32])[H:33])=[O:18])([H:34])[N:20]([C:21]([H:35])([H:36])[H:37])[C:22]2([C:23]#[N:24])[c:25]1[c:26]([H:38])[c:27]([H:39])[c:28]([H:40])[c:29]([H:41])[c:30]1[H:42])([H:43])([H:44])[H:45],water,298.15,16.413058361073674,-28.992978970871768
2030,[C:15]([O:16][C:17](=[O:18])[C:19](=[N+:20]([C:21]([H:35])([H:36])[H:37])[C-:22]([C:23]#[N:24])[c:25]1[c:26]([H:38])[c:27]([H:39])[c:28]([H:40])[c:29]([H:41])[c:30]1[H:42])[H:34])([H:31])([H:32])[H:33].[C:1]([C:2]1=[C:3]([c:4]2[c:5]([H:46])[c:6]([H:47])[c:7]([H:48])[c:8]([H:49])[c:9]2[H:50])[C:10]2([H:51])[C:11]([H:52])=[C:12]([H:53])[C:13]1([H:54])[O:14]2)([H:43])([H:44])[H:45]>>[C:1]([C:2]1=[C:3]([c:4]2[c:5]([H:46])[c:6]([H:47])[c:7]([H:48])[c:8]([H:49])[c:9]2[H:50])[C:10]2([H:51])[C:11]3([H:52])[C:12]([H:53])([C:13]1([H:54])[O:14]2)[C:19]([C:17]([O:16][C:15]([H:31])([H:32])[H:33])=[O:18])([H:34])[N:20]([C:21]([H:35])([H:36])[H:37])[C:22]3([C:23]#[N:24])[c:25]1[c:26]([H:38])[c:27]([H:39])[c:28]([H:40])[c:29]([H:41])[c:30]1[H:42])([H:43])([H:44])[H:45],water,298.15,16.916479695531176,-41.64990685520786
2031,[C:15]([O:16][C:17](=[O:18])[C:19](=[N+:20]([C:21]([H:35])([H:36])[H:37])[C-:22]([C:23]#[N:24])[c:25]1[c:26]([H:38])[c:27]([H:39])[c:28]([H:40])[c:29]([H:41])[c:30]1[H:42])[H:34])([H:31])([H:32])[H:33].[C:1]([C:2]1=[C:3]([c:4]2[c:5]([H:46])[c:6]([H:47])[c:7]([H:48])[c:8]([H:49])[c:9]2[H:50])[C:10]2([H:51])[C:11]([H:52])=[C:12]([H:53])[C:13]1([H:54])[O:14]2)([H:43])([H:44])[H:45]>>[C:1]([C:2]12[C:3]([c:4]3[c:5]([H:46])[c:6]([H:47])[c:7]([H:48])[c:8]([H:49])[c:9]3[H:50])([C:10]3([H:51])[C:11]([H:52])=[C:12]([H:53])[C:13]1([H:54])[O:14]3)[C:22]([C:23]#[N:24])([c:25]1[c:26]([H:38])[c:27]([H:39])[c:28]([H:40])[c:29]([H:41])[c:30]1[H:42])[N:20]([C:21]([H:35])([H:36])[H:37])[C:19]2([C:17]([O:16][C:15]([H:31])([H:32])[H:33])=[O:18])[H:34])([H:43])([H:44])[H:45],water,298.15,14.666770323447247,-26.025039820518604
