id,reaction,label
796,sn2,A_B_C_D_B_B
797,e2,D_C_A_A_C_B
798,sn2,A_D_B_E_B_B
799,e2,D_D_A_E_C_C
800,sn2,A_A_D_C_C_C
801,sn2,E_C_D_D_B_B
802,e2,D_D_B_D_C_C
803,sn2,E_A_E_D_A_C
804,sn2,A_E_C_A_C_B
805,e2,B_A_D_E_C_B
806,sn2,C_E_D_E_B_B
807,sn2,E_A_C_C_C_B
808,sn2,A_C_E_E_B_B
809,e2,C_A_E_D_C_D
810,sn2,B_A_C_E_B_B
811,e2,C_A_C_D_C_B
812,e2,B_D_A_E_C_B
813,sn2,D_C_A_C_C_C
814,sn2,A_A_C_B_B_B
815,sn2,A_D_C_A_B_D
816,sn2,B_A_A_A_B_D
817,sn2,C_A_D_B_A_C
818,e2,D_A_E_D_A_B
819,sn2,A_B_A_B_B_B
820,e2,C_E_D_D_B_B
821,sn2,B_A_A_D_A_C
822,e2,A_E_C_A_B_B
823,sn2,C_D_D_A_A_D
824,sn2,C_E_E_D_B_B
825,e2,B_E_A_D_C_B
826,sn2,B_A_A_E_A_C
827,e2,A_B_A_A_B_D
828,sn2,C_D_A_A_B_D
829,sn2,C_D_E_C_C_B
830,e2,B_C_A_E_B_B
831,sn2,E_E_B_C_B_B
832,sn2,B_A_D_D_B_B
833,e2,C_C_E_E_B_D
834,e2,D_D_B_E_B_C
835,sn2,B_E_C_D_C_B
836,sn2,D_D_E_B_A_C
837,sn2,D_D_A_E_A_C
838,sn2,A_B_C_A_B_D
839,e2,D_A_A_A_C_B
840,sn2,D_D_B_D_C_B
841,sn2,A_A_C_C_B_D
842,sn2,A_A_C_E_A_C
843,e2,B_E_C_A_C_B
844,e2,D_A_D_A_C_C
845,e2,C_E_D_E_B_B
846,sn2,D_C_E_A_A_D
847,sn2,D_C_A_B_B_D
848,sn2,C_D_A_B_B_B
849,sn2,B_A_E_B_B_B
850,e2,D_A_C_D_A_B
851,sn2,C_A_E_A_A_C
852,e2,D_D_B_D_B_C
853,sn2,C_A_E_D_C_B
854,sn2,A_C_D_E_C_B
855,sn2,C_A_C_E_C_C
856,e2,C_C_E_D_B_B
857,sn2,C_A_A_B_A_C
858,sn2,C_A_D_B_C_C
859,sn2,E_C_E_A_B_B
860,sn2,B_A_E_D_B_D
861,sn2,A_C_E_D_C_C
862,e2,A_C_E_A_C_B
863,e2,D_C_D_D_C_B
864,e2,D_A_A_E_B_D
865,sn2,D_C_C_A_C_B
866,sn2,D_A_A_B_C_C
867,sn2,D_B_E_E_A_C
868,sn2,E_C_E_C_B_B
869,sn2,D_E_A_C_A_D
870,sn2,D_A_B_C_C_B
871,sn2,C_D_E_E_C_C
872,e2,A_A_E_B_B_B
873,sn2,E_C_D_C_C_B
874,e2,C_A_A_D_B_C
875,sn2,A_B_C_D_C_B
876,e2,A_A_E_E_B_B
877,e2,D_D_A_C_B_B
878,sn2,A_A_B_B_B_D
879,sn2,A_E_E_B_A_D
880,sn2,C_E_D_B_B_B
881,sn2,E_A_C_C_A_D
882,sn2,D_A_D_A_B_D
883,e2,C_A_D_E_B_C
884,sn2,D_A_D_A_C_B
885,e2,D_A_E_A_B_D
886,e2,C_C_D_A_C_B
887,sn2,C_C_A_E_A_C
888,e2,A_B_A_E_B_D
889,sn2,C_C_A_E_B_D
890,e2,D_C_C_A_C_B
891,sn2,A_C_E_B_B_B
892,sn2,D_D_C_D_A_C
893,sn2,A_B_D_E_C_C
894,sn2,A_A_E_B_A_D
895,sn2,B_A_E_C_C_C
896,e2,D_A_C_E_B_B
897,sn2,D_C_B_C_B_B
898,sn2,A_D_E_D_A_D
899,e2,A_B_A_D_C_B
900,sn2,C_D_E_E_B_D
901,e2,A_E_D_E_B_B
902,sn2,C_E_E_B_B_B
903,sn2,D_C_D_A_A_D
904,e2,C_B_D_E_B_B
905,sn2,A_D_A_D_C_C
906,sn2,A_C_A_D_B_D
907,sn2,D_D_D_E_A_D
908,e2,A_C_D_D_C_D
909,sn2,B_D_C_C_B_B
910,e2,C_A_C_E_B_C
911,sn2,A_E_C_A_A_C
912,sn2,D_D_E_E_C_B
913,sn2,B_E_D_A_A_C
914,sn2,C_E_C_E_C_B
915,sn2,A_B_D_B_B_B
916,e2,C_A_D_D_A_B
917,sn2,A_C_B_B_B_B
918,sn2,E_C_B_C_C_B
919,sn2,C_D_E_E_C_B
920,sn2,A_D_E_A_B_D
921,e2,E_A_D_E_C_B
922,sn2,A_A_E_D_C_C
923,sn2,A_B_D_A_C_C
924,sn2,C_D_D_D_A_C
925,sn2,A_E_B_C_C_B
926,sn2,C_A_B_A_B_B
927,sn2,A_A_C_B_B_D
928,e2,A_D_D_C_B_B
929,sn2,C_E_D_A_B_B
930,sn2,E_A_C_D_B_B
931,e2,A_D_E_A_C_B
932,e2,D_E_D_A_B_B
933,e2,B_E_A_E_B_B
934,sn2,D_B_A_A_A_C
935,sn2,A_B_A_A_C_B
936,e2,C_E_D_C_C_C
937,sn2,D_D_A_A_A_D
938,e2,A_D_D_D_C_C
939,e2,B_E_A_E_B_C
940,sn2,E_A_B_D_B_B
941,e2,D_B_D_E_B_B
942,sn2,C_D_C_D_A_C
943,sn2,C_E_A_C_A_C
944,e2,D_C_C_A_C_C
945,e2,C_C_C_A_C_C
946,e2,B_C_A_A_B_B
947,sn2,A_C_C_B_C_B
948,sn2,D_D_C_A_A_C
949,sn2,A_C_D_E_B_B
950,e2,D_D_D_A_C_C
951,e2,D_B_A_A_B_B
952,sn2,C_A_C_E_A_C
953,sn2,E_B_C_A_A_C
954,e2,B_A_E_A_B_C
955,sn2,C_E_C_A_C_B
956,sn2,A_D_C_C_A_D
957,sn2,D_A_D_D_A_C
958,sn2,D_A_D_D_A_D
959,sn2,E_C_B_D_B_B
960,e2,D_E_A_D_C_B
961,sn2,C_D_E_E_B_B
962,sn2,C_A_C_D_C_B
963,e2,A_A_A_D_B_C
964,e2,D_A_E_C_C_C
965,sn2,C_D_E_D_C_C
966,e2,C_A_A_E_C_C
967,e2,C_D_A_D_C_C
968,sn2,D_A_C_A_B_D
969,e2,E_B_C_A_C_B
970,sn2,A_A_A_E_A_C
971,sn2,A_D_B_E_A_C
972,sn2,E_B_E_A_A_C
973,sn2,C_B_A_C_B_B
974,e2,C_E_B_A_C_B
975,sn2,A_A_B_D_B_D
976,e2,A_C_C_A_C_B
977,e2,A_C_D_D_B_C
978,e2,B_A_D_E_C_C
979,sn2,D_C_E_E_C_B
980,sn2,E_D_A_A_A_C
981,e2,A_E_D_D_B_B
982,e2,D_B_E_D_B_B
983,sn2,E_C_C_A_A_C
984,sn2,E_C_C_C_B_B
985,e2,A_A_D_A_C_C
986,e2,A_E_E_D_C_B
987,sn2,A_E_D_C_A_C
988,e2,B_D_A_A_B_B
989,sn2,A_D_D_A_C_B
990,sn2,D_A_B_A_C_B
991,sn2,B_A_D_E_B_B
992,sn2,A_D_A_C_C_B
993,sn2,D_D_C_D_B_D
994,e2,A_D_A_C_B_B
995,e2,D_B_A_A_C_B
996,e2,A_E_A_D_C_B
997,sn2,A_D_C_E_C_C
998,sn2,C_A_B_D_A_C
999,sn2,A_D_E_E_B_B
1000,sn2,E_A_A_C_A_C
1001,sn2,B_A_C_D_C_C
1002,sn2,D_D_B_D_A_C
1003,sn2,D_C_D_A_B_D
1004,sn2,D_D_D_E_B_B
1005,e2,A_A_D_D_B_B
1006,sn2,A_D_C_C_B_B
1007,e2,D_A_A_B_C_C
1008,sn2,B_A_E_C_A_C
1009,e2,D_D_E_A_C_C
1010,e2,D_D_D_C_C_C
1011,sn2,A_A_A_E_B_B
1012,e2,A_A_E_C_B_B
1013,e2,A_D_A_E_B_C
1014,sn2,B_A_E_A_A_C
1015,e2,B_D_E_A_B_D
1016,e2,E_D_A_D_B_B
1017,sn2,E_E_E_C_B_B
1018,sn2,E_A_A_D_B_B
1019,sn2,E_B_A_E_C_B
1020,sn2,D_D_E_A_A_C
1021,e2,B_A_A_E_B_B
1022,e2,D_C_A_E_C_B
1023,sn2,B_C_A_C_B_B
1024,e2,C_A_E_E_B_D
1025,sn2,A_C_A_B_C_C
1026,e2,A_B_E_E_B_D
1027,sn2,A_D_E_D_B_D
1028,sn2,A_E_A_D_C_B
1029,sn2,E_A_B_D_A_D
1030,e2,C_E_A_C_B_C
1031,sn2,A_D_C_D_A_D
1032,e2,D_C_E_A_C_C
1033,sn2,C_E_A_A_A_C
1034,sn2,C_D_B_D_B_B
1035,sn2,C_A_B_C_C_C
1036,sn2,A_B_B_D_B_B
1037,sn2,C_A_E_D_C_C
1038,e2,E_A_D_B_C_B
1039,e2,C_C_D_E_C_C
1040,e2,C_D_E_A_B_B
1041,e2,D_B_A_D_C_B
1042,sn2,D_A_D_A_A_C
1043,sn2,D_D_A_E_C_B
1044,e2,D_C_D_A_C_B
1045,sn2,D_A_C_B_A_C
1046,sn2,A_C_B_E_B_D
1047,sn2,E_D_B_D_A_C
1048,sn2,C_A_A_E_B_B
1049,e2,B_C_A_D_B_C
1050,e2,D_D_C_D_B_C
1051,e2,C_C_C_E_C_C
1052,e2,A_D_D_A_C_C
1053,sn2,C_A_D_E_C_B
1054,sn2,C_E_A_D_B_B
1055,e2,C_A_D_E_B_D
1056,e2,C_C_C_D_B_C
1057,e2,E_A_D_C_B_B
1058,sn2,C_C_A_E_C_C
1059,sn2,B_E_B_C_A_C
1060,sn2,E_C_D_E_B_B
1061,sn2,E_B_E_D_B_B
1062,e2,C_B_E_D_B_C
1063,sn2,D_A_A_B_B_B
1064,sn2,A_D_C_C_B_D
1065,sn2,A_A_C_A_B_B
1066,sn2,D_D_D_D_A_D
1067,e2,C_E_B_E_C_B
1068,sn2,D_A_C_D_C_C
1069,sn2,E_D_C_A_A_D
1070,sn2,C_B_D_E_A_C
1071,sn2,D_C_D_C_B_B
1072,sn2,E_C_E_C_A_C
1073,e2,E_B_E_E_B_C
1074,sn2,E_A_B_D_A_C
1075,sn2,A_D_D_B_A_C
1076,sn2,C_E_B_D_C_B
1077,sn2,C_E_A_D_C_B
1078,e2,D_C_E_E_B_B
1079,sn2,C_A_E_A_B_B
1080,sn2,A_A_E_D_B_B
1081,e2,D_C_D_E_B_D
1082,e2,B_A_A_A_C_B
1083,e2,D_D_D_E_C_C
1084,e2,A_E_C_D_C_B
1085,sn2,A_E_C_D_C_B
1086,e2,D_D_E_A_B_B
1087,e2,B_A_E_D_C_C
1088,sn2,C_E_A_B_C_B
1089,e2,D_B_E_A_C_B
1090,sn2,C_C_D_E_B_B
1091,sn2,E_D_E_A_A_C
1092,e2,E_D_E_D_C_B
1093,sn2,A_D_C_E_B_D
1094,e2,E_C_A_A_C_B
1095,e2,C_B_A_D_B_B
1096,sn2,E_D_C_C_B_B
1097,sn2,E_B_E_A_C_B
1098,sn2,B_E_C_A_C_B
1099,sn2,D_C_E_A_C_B
1100,sn2,C_C_B_E_A_C
1101,e2,A_E_E_A_B_B
1102,e2,C_A_E_A_B_C
1103,e2,C_A_D_E_B_B
1104,sn2,A_D_B_D_B_D
1105,e2,D_A_A_E_C_D
1106,sn2,A_E_D_B_A_C
1107,sn2,C_E_B_A_B_B
1108,sn2,A_D_C_C_C_B
1109,sn2,D_A_D_E_C_C
1110,e2,A_A_E_D_B_B
1111,sn2,D_B_A_E_A_C
1112,sn2,D_C_A_B_A_C
1113,sn2,D_A_A_D_A_D
1114,sn2,B_E_D_D_A_C
1115,sn2,D_C_E_C_C_C
1116,sn2,C_A_B_B_C_C
1117,sn2,D_E_C_C_B_B
1118,sn2,A_D_D_C_A_D
1119,sn2,A_C_E_E_A_C
1120,e2,B_A_E_B_B_B
1121,sn2,A_C_E_B_B_D
1122,e2,A_B_E_D_B_D
1123,e2,D_B_D_E_C_B
1124,sn2,D_A_A_A_B_D
1125,sn2,E_C_E_E_B_B
1126,e2,E_D_A_A_C_B
1127,sn2,A_D_D_D_C_C
1128,sn2,B_C_A_A_B_B
1129,e2,D_C_D_D_C_C
1130,e2,C_B_A_E_C_C
1131,e2,B_A_A_A_B_B
1132,e2,C_E_A_A_C_B
1133,sn2,C_A_A_E_B_D
1134,e2,D_A_C_C_C_B
1135,sn2,D_D_E_C_C_C
1136,e2,C_B_A_A_C_B
1137,e2,C_D_A_D_C_B
1138,e2,A_D_A_E_C_C
1139,sn2,E_A_C_D_A_D
1140,sn2,D_C_C_E_A_C
1141,sn2,C_D_C_E_A_D
1142,sn2,D_D_A_D_A_C
1143,sn2,A_E_C_D_A_C
1144,e2,E_B_A_C_C_B
1145,sn2,D_A_A_C_B_D
1146,sn2,D_A_E_C_C_C
1147,e2,C_D_D_A_B_C
1148,e2,D_E_C_A_C_B
1149,sn2,D_D_A_A_C_B
1150,sn2,C_E_E_C_C_B
1151,e2,D_E_A_C_C_B
1152,sn2,C_A_E_D_B_B
1153,e2,A_C_D_E_C_D
1154,sn2,C_A_D_D_C_C
1155,sn2,A_C_B_B_B_D
1156,e2,A_C_E_C_B_B
1157,sn2,A_A_E_A_B_B
1158,e2,E_E_A_C_C_B
1159,sn2,E_C_D_A_A_C
1160,sn2,E_B_D_A_A_C
1161,sn2,D_C_C_A_B_B
1162,e2,C_B_A_E_C_B
1163,sn2,C_B_A_C_C_C
1164,sn2,A_D_D_E_C_B
1165,sn2,A_C_D_C_B_D
1166,sn2,C_A_E_C_B_B
1167,sn2,C_C_A_A_B_B
1168,sn2,E_B_E_A_B_B
1169,sn2,C_D_A_A_B_B
1170,sn2,E_B_D_D_C_B
1171,sn2,A_C_B_E_C_B
1172,e2,B_C_A_E_B_D
1173,e2,A_A_E_E_B_D
1174,sn2,A_E_B_B_C_B
1175,e2,A_C_E_A_B_C
1176,e2,B_C_E_D_C_B
1177,sn2,D_D_A_D_A_D
1178,e2,A_C_D_E_B_D
1179,sn2,A_E_A_A_B_B
1180,e2,A_C_D_A_B_C
1181,e2,C_A_A_C_C_C
1182,sn2,B_E_C_E_A_C
1183,sn2,A_A_C_D_B_B
1184,e2,C_C_A_A_C_B
1185,e2,D_D_C_A_B_B
1186,e2,E_C_C_D_C_B
1187,e2,A_D_E_E_C_B
1188,sn2,B_D_C_A_B_B
1189,e2,B_E_D_D_B_B
1190,sn2,D_A_C_A_B_B
1191,e2,C_C_A_D_C_C
1192,e2,D_D_A_A_C_B
1193,sn2,D_A_C_C_C_C
1194,sn2,D_C_B_E_A_C
1195,e2,E_B_E_D_B_B
1196,sn2,D_C_D_A_B_B
1197,e2,C_D_C_E_B_B
1198,e2,C_B_A_D_A_B
1199,e2,A_B_A_A_B_B
1200,sn2,D_B_A_A_B_B
1201,sn2,A_D_A_C_B_B
1202,e2,E_B_E_A_C_B
1203,sn2,C_A_A_E_C_C
1204,e2,B_D_A_E_C_D
1205,sn2,C_A_D_A_C_C
1206,sn2,A_D_E_B_C_B
1207,e2,E_D_D_E_B_B
1208,sn2,A_B_E_A_A_D
1209,sn2,A_D_C_B_C_C
1210,sn2,B_E_C_A_A_C
1211,sn2,E_C_C_B_B_B
1212,e2,C_A_A_E_C_B
1213,sn2,D_D_D_E_C_B
1214,sn2,A_C_E_D_A_C
1215,e2,B_A_D_A_C_C
1216,sn2,A_E_E_B_B_B
1217,e2,C_E_A_D_B_B
1218,sn2,E_C_A_B_B_B
1219,sn2,B_A_E_C_C_B
1220,e2,D_D_A_E_B_B
1221,e2,A_A_A_A_C_B
1222,e2,A_B_A_E_B_C
1223,sn2,C_A_A_E_C_B
1224,sn2,B_A_E_A_C_C
1225,sn2,A_A_D_D_B_D
1226,sn2,C_A_B_B_B_B
1227,sn2,D_B_A_B_C_B
1228,sn2,E_B_C_A_C_B
1229,sn2,E_C_B_A_A_C
1230,e2,B_D_E_D_C_C
1231,sn2,A_A_A_C_B_D
1232,sn2,A_D_D_D_A_D
1233,sn2,A_B_E_E_A_D
1234,sn2,D_D_E_E_A_D
1235,sn2,A_D_E_E_C_B
1236,sn2,B_C_A_A_B_D
1237,sn2,A_D_D_D_B_B
1238,sn2,A_C_A_D_A_C
1239,e2,C_D_D_D_B_C
1240,sn2,B_A_A_E_C_B
1241,sn2,B_A_A_D_B_B
1242,sn2,A_C_C_E_B_D
1243,sn2,A_B_C_C_C_B
1244,sn2,E_A_B_D_C_B
1245,e2,C_D_A_A_A_B
1246,sn2,D_A_B_E_B_B
1247,sn2,E_B_A_D_A_C
1248,sn2,C_A_B_E_C_C
1249,e2,E_A_B_D_B_B
1250,sn2,D_A_D_C_C_B
1251,e2,B_E_E_A_B_B
1252,e2,C_E_E_A_C_B
1253,sn2,B_A_D_C_C_C
1254,e2,A_A_D_E_B_B
1255,e2,C_A_A_D_C_B
1256,sn2,D_A_A_D_B_D
1257,sn2,D_E_D_A_C_B
1258,sn2,A_C_E_E_B_D
1259,e2,C_D_A_A_C_D
1260,sn2,A_C_A_E_C_C
1261,e2,C_B_A_E_B_D
1262,sn2,E_A_A_E_A_C
1263,e2,C_C_D_A_B_B
1264,sn2,A_D_D_A_C_C
1265,sn2,A_B_A_D_C_C
1266,sn2,E_A_D_A_A_D
1267,sn2,A_B_E_D_C_C
1268,sn2,D_C_B_A_C_C
1269,sn2,C_E_D_E_C_B
1270,sn2,A_B_D_A_B_D
1271,sn2,A_C_E_B_C_B
1272,sn2,D_B_D_E_B_B
1273,sn2,B_D_D_A_B_B
1274,sn2,A_B_A_C_B_D
1275,sn2,A_E_C_B_A_C
1276,e2,A_B_D_D_C_C
1277,e2,D_D_C_E_C_B
1278,e2,D_E_A_D_B_B
1279,sn2,D_B_A_A_C_C
1280,sn2,C_A_A_C_C_C
1281,sn2,E_A_C_D_A_C
1282,e2,A_B_C_E_B_B
1283,e2,D_B_A_A_B_C
1284,e2,D_C_D_D_B_B
1285,e2,A_C_A_E_C_D
1286,sn2,C_A_B_C_B_B
1287,e2,C_C_A_D_A_B
1288,sn2,A_B_A_E_B_D
1289,sn2,A_A_E_E_A_D
1290,sn2,B_E_D_D_C_B
1291,sn2,A_D_A_D_A_D
1292,e2,E_A_D_D_C_B
1293,sn2,A_A_B_E_C_B
1294,e2,C_D_E_D_C_C
1295,e2,C_B_D_A_C_B
1296,sn2,C_D_C_E_A_C
1297,sn2,B_A_D_D_B_D
1298,sn2,C_A_B_E_B_D
1299,sn2,A_E_D_D_A_C
1300,sn2,A_C_C_E_C_C
1301,sn2,C_A_A_C_B_B
1302,e2,D_E_D_E_B_B
1303,sn2,D_D_B_D_A_D
1304,sn2,E_B_A_E_B_B
1305,e2,C_C_E_D_C_C
1306,sn2,D_C_A_C_B_D
1307,sn2,B_A_B_D_C_C
1308,e2,B_D_E_A_B_B
1309,e2,E_C_E_E_B_B
1310,sn2,D_D_C_E_C_C
1311,sn2,A_C_E_E_C_C
1312,sn2,C_A_D_E_B_B
1313,sn2,A_E_D_C_A_D
1314,e2,B_E_E_D_B_B
1315,sn2,B_A_E_A_B_D
1316,e2,C_D_A_A_B_B
1317,e2,A_A_A_E_B_D
1318,sn2,B_E_D_A_B_B
1319,sn2,D_A_D_D_C_C
1320,e2,D_A_D_A_B_D
1321,e2,A_D_E_D_B_D
1322,e2,D_B_E_A_B_D
1323,sn2,D_A_B_C_B_B
1324,sn2,C_C_D_D_B_B
1325,e2,B_A_A_A_C_D
1326,e2,C_D_D_A_B_B
1327,e2,A_C_A_E_C_C
1328,e2,A_C_A_D_B_B
1329,sn2,E_A_D_D_C_B
1330,sn2,C_A_D_A_B_D
1331,sn2,B_C_D_A_B_B
1332,e2,A_D_B_D_B_C
1333,sn2,B_A_C_E_A_C
1334,sn2,C_A_B_D_B_B
1335,sn2,A_C_C_A_C_B
1336,sn2,A_A_C_B_C_B
1337,sn2,D_A_D_B_C_C
1338,sn2,D_C_B_A_B_B
1339,e2,A_A_A_C_B_C
1340,sn2,D_B_D_C_A_C
1341,sn2,B_C_A_A_C_C
1342,sn2,D_E_C_A_A_D
1343,e2,C_D_A_A_B_C
1344,e2,C_C_A_A_B_B
1345,sn2,B_C_A_E_C_C
1346,sn2,A_C_B_A_B_B
1347,sn2,A_E_D_B_A_D
1348,sn2,D_D_A_C_A_C
1349,sn2,A_A_B_D_A_C
1350,e2,D_A_D_E_C_B
1351,sn2,B_E_E_B_B_B
1352,sn2,E_B_C_D_B_B
1353,sn2,B_E_E_E_C_B
1354,sn2,C_C_C_A_B_B
1355,sn2,B_E_A_B_A_C
1356,sn2,C_D_A_E_A_C
1357,sn2,B_A_B_A_A_C
1358,sn2,D_C_A_D_C_C
1359,e2,E_C_E_C_B_B
1360,sn2,C_A_E_E_A_C
1361,e2,B_A_E_A_B_D
1362,sn2,A_A_D_C_A_D
1363,e2,D_C_C_D_A_B
1364,e2,A_E_B_D_B_B
1365,sn2,E_C_A_E_B_B
1366,sn2,E_A_C_A_B_B
1367,e2,B_A_A_D_B_B
1368,e2,B_A_E_A_B_B
1369,sn2,D_A_D_C_C_C
1370,e2,C_A_D_D_B_D
1371,e2,E_C_D_E_C_B
1372,sn2,B_C_E_A_B_D
1373,sn2,C_A_E_C_C_C
1374,sn2,B_E_C_C_C_C
1375,sn2,E_B_B_D_B_B
1376,e2,A_D_D_A_B_C
1377,e2,A_C_A_D_C_C
1378,sn2,D_C_A_B_C_C
1379,e2,A_D_D_D_C_B
1380,sn2,E_C_C_A_B_D
1381,sn2,B_E_D_A_A_D
1382,e2,A_A_A_E_C_C
1383,sn2,D_D_A_E_B_B
1384,e2,B_A_D_A_B_B
1385,sn2,D_A_C_B_C_B
1386,sn2,A_D_D_B_C_C
1387,sn2,D_A_E_B_A_C
1388,sn2,E_D_C_A_C_B
1389,sn2,C_D_C_E_B_B
1390,sn2,D_A_C_A_C_C
1391,sn2,A_C_D_C_C_C
1392,e2,E_D_E_E_B_B
1393,e2,A_D_E_B_C_C
1394,sn2,A_A_B_E_A_D
1395,sn2,C_C_C_E_A_C
1396,e2,A_A_A_D_C_B
1397,e2,C_E_A_E_C_B
1398,sn2,A_B_D_E_B_B
1399,sn2,C_D_E_A_C_C
1400,e2,A_A_D_E_C_B
1401,e2,A_E_E_E_C_B
1402,sn2,D_D_C_D_C_B
1403,sn2,C_D_A_A_A_C
1404,sn2,A_A_E_C_B_D
1405,sn2,E_A_B_B_C_B
1406,sn2,A_D_A_B_A_C
1407,sn2,E_B_E_A_A_D
1408,e2,A_B_D_E_B_B
1409,sn2,C_A_C_C_C_C
1410,sn2,A_C_D_A_B_D
1411,e2,D_C_E_E_B_D
1412,sn2,E_C_E_B_B_B
1413,e2,A_D_A_D_B_B
1414,sn2,A_C_A_A_A_C
1415,sn2,A_E_E_B_C_B
1416,sn2,C_E_D_C_B_B
1417,sn2,C_E_A_A_B_B
1418,e2,B_E_E_D_C_B
1419,e2,A_D_E_A_B_D
1420,sn2,C_A_D_C_C_B
1421,sn2,A_A_D_A_A_C
1422,e2,D_A_A_A_B_C
1423,e2,C_A_E_E_C_B
1424,sn2,C_A_D_C_B_D
1425,sn2,A_D_E_A_C_B
1426,e2,C_A_E_E_C_C
1427,sn2,E_C_A_C_C_B
1428,sn2,E_C_A_B_C_B
1429,sn2,A_D_E_C_B_D
1430,sn2,C_D_E_A_B_B
1431,sn2,B_D_D_E_B_B
1432,e2,A_C_A_D_C_B
1433,e2,B_C_E_E_C_B
1434,sn2,B_A_C_A_B_B
1435,e2,A_D_A_C_C_B
1436,sn2,A_C_E_C_C_C
1437,e2,C_B_A_D_C_B
1438,e2,B_C_E_A_C_B
1439,sn2,A_D_A_D_A_C
1440,e2,C_E_D_C_C_B
1441,e2,A_D_E_E_B_D
1442,e2,C_E_C_A_B_B
1443,sn2,A_A_C_D_A_C
1444,e2,C_A_E_D_B_D
1445,e2,E_C_D_D_B_B
1446,sn2,A_A_D_D_A_C
1447,sn2,A_A_E_C_A_C
1448,e2,A_A_B_A_B_C
1449,e2,C_E_A_C_C_C
1450,e2,A_A_A_E_C_B
1451,sn2,B_A_D_A_C_C
1452,e2,D_D_E_C_C_B
1453,sn2,A_B_A_C_C_C
1454,e2,D_D_A_C_B_C
1455,sn2,A_A_C_C_C_B
1456,e2,D_B_A_E_B_B
1457,e2,D_A_E_D_B_B
1458,sn2,B_D_C_E_B_B
1459,sn2,D_A_B_A_B_B
1460,sn2,B_E_E_C_C_B
1461,e2,A_C_E_D_C_B
1462,sn2,C_C_A_E_B_B
1463,e2,E_C_A_A_B_B
1464,e2,D_A_E_A_C_C
1465,sn2,B_A_A_E_C_C
1466,sn2,C_A_E_E_C_C
1467,e2,D_D_D_E_B_B
1468,sn2,B_E_A_C_B_B
1469,e2,E_A_B_D_C_B
1470,e2,E_A_D_A_C_B
1471,sn2,D_A_E_C_B_D
1472,sn2,A_D_B_D_A_C
1473,sn2,D_A_B_E_A_D
1474,e2,A_A_A_A_B_B
1475,sn2,A_C_A_E_B_B
1476,e2,D_D_A_A_C_C
1477,e2,A_A_E_A_B_B
1478,sn2,E_A_B_A_B_B
1479,sn2,E_B_B_C_A_C
1480,sn2,C_E_D_A_A_C
1481,sn2,A_A_D_B_C_B
1482,e2,E_C_A_C_B_B
1483,sn2,E_C_D_C_B_B
1484,e2,C_C_C_A_A_B
1485,sn2,D_A_E_E_C_C
1486,sn2,A_D_E_B_A_D
1487,e2,A_D_A_E_B_B
1488,sn2,C_E_E_D_A_C
1489,e2,A_B_A_E_C_B
1490,e2,A_A_E_D_B_C
1491,sn2,C_C_A_D_B_D
1492,sn2,C_E_C_B_B_B
1493,sn2,A_A_D_C_B_B
1494,e2,D_B_A_D_B_B
1495,sn2,D_A_C_C_A_C
1496,sn2,B_E_D_C_C_B
1497,e2,E_A_C_E_C_B
1498,sn2,D_C_A_E_A_C
1499,sn2,B_A_C_D_B_D
1500,sn2,E_C_A_A_A_C
1501,sn2,D_D_E_A_C_B
1502,e2,B_E_E_D_B_C
1503,e2,C_E_E_D_B_B
1504,sn2,C_E_C_C_B_B
1505,sn2,C_A_C_A_C_B
1506,sn2,C_D_A_C_B_B
1507,sn2,A_A_B_A_C_C
1508,e2,D_A_C_D_B_B
1509,sn2,C_E_A_D_B_D
1510,sn2,E_A_C_E_B_B
1511,sn2,A_A_C_C_C_C
1512,e2,A_C_A_A_B_C
1513,e2,D_A_C_D_C_B
1514,sn2,C_E_C_C_A_C
1515,sn2,D_A_A_E_C_C
1516,sn2,B_A_A_C_C_C
1517,sn2,A_B_C_E_A_C
1518,sn2,D_A_A_D_B_B
1519,sn2,D_A_E_E_A_D
1520,sn2,D_D_D_D_C_B
1521,sn2,C_B_A_E_A_C
1522,sn2,D_A_A_A_B_B
1523,sn2,D_A_A_D_A_C
1524,e2,E_B_D_D_B_B
1525,e2,D_D_A_C_C_B
1526,e2,A_C_D_A_B_B
1527,sn2,A_D_D_B_B_D
1528,e2,A_B_E_E_C_C
1529,sn2,C_E_A_E_C_B
1530,sn2,B_A_E_A_C_B
1531,sn2,A_D_D_A_B_B
1532,e2,D_D_E_E_B_C
1533,sn2,A_C_A_C_C_C
1534,sn2,D_D_D_C_B_B
1535,sn2,C_A_E_A_C_C
1536,sn2,C_C_A_D_A_C
1537,sn2,B_E_D_B_B_B
1538,sn2,B_A_E_D_A_C
1539,e2,E_A_E_E_B_B
1540,e2,A_C_E_A_B_D
1541,sn2,A_C_A_B_B_B
1542,sn2,D_A_C_D_C_B
1543,sn2,B_E_D_E_B_B
1544,sn2,B_B_A_A_B_B
1545,sn2,E_C_E_A_C_B
1546,sn2,D_C_A_C_C_B
1547,sn2,D_D_A_E_A_D
1548,sn2,B_E_E_C_A_C
1549,sn2,E_D_D_C_A_C
1550,sn2,B_D_A_A_B_D
1551,e2,C_E_C_D_B_B
1552,sn2,B_E_A_B_C_B
1553,sn2,D_A_D_C_B_D
1554,sn2,D_B_C_D_A_C
1555,e2,A_D_E_D_C_C
1556,sn2,A_D_D_E_A_C
