248,[C:1]([C:2]([H:9])([C:10]([H:11])([H:12])[H:13])[H:16])([N+:3](=[O:4])[O-:5])([N:6]([H:7])[H:8])[Cl:14].[Cl-:15]>>[C:1](=[C:2]([H:9])[C:10]([H:11])([H:12])[H:13])([N+:3](=[O:4])[O-:5])[N:6]([H:7])[H:8].[Cl-:14].[Cl:15][H:16]
249,[C:1]([C:2]([N:7]([H:8])[H:9])([C:10]([H:11])([H:12])[H:13])[H:16])([N+:3](=[O:4])[O-:5])([H:6])[Br:14].[F-:15]>>[Br-:14].[C:1]([C:2]([N:7]([H:8])[H:9])([C:10]([H:11])([H:12])[H:13])[H:16])([N+:3](=[O:4])[O-:5])([H:6])[F:15]
250,[C:1]([C:2]([C:7]#[N:8])([C:9]([H:10])([H:11])[H:12])[H:15])([C:3]#[N:4])([C:5]#[N:6])[Br:13].[Cl-:14]>>[Br-:13].[C:1](=[C:2]([C:7]#[N:8])[C:9]([H:10])([H:11])[H:12])([C:3]#[N:4])[C:5]#[N:6].[Cl:14][H:15]
251,[Br-:14].[C:1]([C:2]([C:9]#[N:10])([C:11]#[N:12])[H:15])([N+:3](=[O:4])[O-:5])([N:6]([H:7])[H:8])[Cl:13]>>[C:1]([C:2]([C:9]#[N:10])([C:11]#[N:12])[H:15])([N+:3](=[O:4])[O-:5])([N:6]([H:7])[H:8])[Br:14].[Cl-:13]
252,[C:1]([C:2]([N+:6](=[O:7])[O-:8])([C:9]([H:10])([H:11])[H:12])[H:15])([C:3]#[N:4])([H:5])[Br:13].[F-:14]>>[Br-:13].[C:1]([C:2]([N+:6](=[O:7])[O-:8])([C:9]([H:10])([H:11])[H:12])[H:15])([C:3]#[N:4])([H:5])[F:14]
253,[C:1]([C:2]([N:9]([H:10])[H:11])([N:12]([H:13])[H:14])[H:17])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[Cl:15].[Cl-:16]>>[C:1](=[C:2]([N:9]([H:10])[H:11])[N:12]([H:13])[H:14])([C:3]#[N:4])[C:5]([H:6])([H:7])[H:8].[Cl-:15].[Cl:16][H:17]
254,[C:1]([C:2]([N+:8](=[O:9])[O-:10])([C:11]([H:12])([H:13])[H:14])[H:17])([H:3])([C:4]([H:5])([H:6])[H:7])[Br:15].[F-:16]>>[Br-:15].[C:1]([C:2]([N+:8](=[O:9])[O-:10])([C:11]([H:12])([H:13])[H:14])[H:17])([H:3])([C:4]([H:5])([H:6])[H:7])[F:16]
255,[C:1]([C:2]([C:9]#[N:10])([H:11])[H:14])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[F:12].[Cl-:13]>>[C:1]([C:2]([C:9]#[N:10])([H:11])[H:14])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[Cl:13].[F-:12]
256,[C:1]([C:2]([C:7]#[N:8])([C:9]#[N:10])[H:13])([H:3])([N:4]([H:5])[H:6])[Cl:11].[F-:12]>>[C:1]([C:2]([C:7]#[N:8])([C:9]#[N:10])[H:13])([H:3])([N:4]([H:5])[H:6])[F:12].[Cl-:11]
257,[C:1]([C:2]([N+:5](=[O:6])[O-:7])([N:8]([H:9])[H:10])[H:13])([H:3])([H:4])[F:11].[Cl-:12]>>[C:1]([C:2]([N+:5](=[O:6])[O-:7])([N:8]([H:9])[H:10])[H:13])([H:3])([H:4])[Cl:12].[F-:11]
258,[C:1]([C:2]([H:9])([N:10]([H:11])[H:12])[H:15])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[Br:13].[F-:14]>>[Br-:13].[C:1]([C:2]([H:9])([N:10]([H:11])[H:12])[H:15])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[F:14]
259,[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([C:11]([H:12])([H:13])[H:14])[H:17])([C:3]#[N:4])([C:5]#[N:6])[Cl:15].[F-:16]>>[C:1](=[C:2]([C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14])([C:3]#[N:4])[C:5]#[N:6].[Cl-:15].[F:16][H:17]
260,[C:1]([C:2]([C:9]([H:10])([H:11])[H:12])([H:13])[H:16])([N+:3](=[O:4])[O-:5])([N:6]([H:7])[H:8])[Br:14].[F-:15]>>[Br-:14].[C:1](=[C:2]([C:9]([H:10])([H:11])[H:12])[H:13])([N+:3](=[O:4])[O-:5])[N:6]([H:7])[H:8].[F:15][H:16]
261,[C:1]([C:2]([N:7]([H:8])[H:9])([H:10])[H:13])([H:3])([N+:4](=[O:5])[O-:6])[Cl:11].[F-:12]>>[C:1]([C:2]([N:7]([H:8])[H:9])([H:10])[H:13])([H:3])([N+:4](=[O:5])[O-:6])[F:12].[Cl-:11]
262,[Br-:10].[C:1]([C:2]([H:6])([C:7]#[N:8])[H:11])([C:3]#[N:4])([H:5])[Cl:9]>>[C:1]([C:2]([H:6])([C:7]#[N:8])[H:11])([C:3]#[N:4])([H:5])[Br:10].[Cl-:9]
263,[C:1]([C:2]([C:8]#[N:9])([H:10])[H:13])([N+:3](=[O:4])[O-:5])([C:6]#[N:7])[Br:11].[F-:12]>>[Br-:11].[C:1](=[C:2]([C:8]#[N:9])[H:10])([N+:3](=[O:4])[O-:5])[C:6]#[N:7].[F:12][H:13]
264,[C:1]([C:2]([N:7]([H:8])[H:9])([H:10])[H:13])([H:3])([N:4]([H:5])[H:6])[Cl:11].[F-:12]>>[C:1]([C:2]([N:7]([H:8])[H:9])([H:10])[H:13])([H:3])([N:4]([H:5])[H:6])[F:12].[Cl-:11]
265,[C:1]([C:2]([H:8])([C:9]([H:10])([H:11])[H:12])[H:15])([C:3]([H:4])([H:5])[H:6])([H:7])[Br:13].[Cl-:14]>>[Br-:13].[C:1](=[C:2]([H:8])[C:9]([H:10])([H:11])[H:12])([C:3]([H:4])([H:5])[H:6])[H:7].[Cl:14][H:15]
266,[Br-:16].[C:1]([C:2]([N:8]([H:9])[H:10])([C:11]([H:12])([H:13])[H:14])[H:17])([H:3])([C:4]([H:5])([H:6])[H:7])[Br:15]>>[Br-:15].[Br:16][H:17].[C:1](=[C:2]([N:8]([H:9])[H:10])[C:11]([H:12])([H:13])[H:14])([H:3])[C:4]([H:5])([H:6])[H:7]
267,[C:1]([C:2]([H:7])([N:8]([H:9])[H:10])[H:13])([H:3])([N:4]([H:5])[H:6])[Cl:11].[F-:12]>>[C:1]([C:2]([H:7])([N:8]([H:9])[H:10])[H:13])([H:3])([N:4]([H:5])[H:6])[F:12].[Cl-:11]
268,[C:1]([C:2]([N+:7](=[O:8])[O-:9])([N+:10](=[O:11])[O-:12])[H:15])([N:3]([H:4])[H:5])([H:6])[F:13].[Cl-:14]>>[C:1]([C:2]([N+:7](=[O:8])[O-:9])([N+:10](=[O:11])[O-:12])[H:15])([N:3]([H:4])[H:5])([H:6])[Cl:14].[F-:13]
269,[C:1]([C:2]([C:7]#[N:8])([C:9]#[N:10])[H:13])([N:3]([H:4])[H:5])([H:6])[Cl:11].[F-:12]>>[C:1]([C:2]([C:7]#[N:8])([C:9]#[N:10])[H:13])([N:3]([H:4])[H:5])([H:6])[F:12].[Cl-:11]
270,[Br-:13].[C:1]([C:2]([N:8]([H:9])[H:10])([H:11])[H:14])([C:3]([H:4])([H:5])[H:6])([H:7])[Cl:12]>>[C:1]([C:2]([N:8]([H:9])[H:10])([H:11])[H:14])([C:3]([H:4])([H:5])[H:6])([H:7])[Br:13].[Cl-:12]
271,[C:1]([C:2]([C:8]([H:9])([H:10])[H:11])([N:12]([H:13])[H:14])[H:17])([H:3])([C:4]([H:5])([H:6])[H:7])[Cl:15].[F-:16]>>[C:1]([C:2]([C:8]([H:9])([H:10])[H:11])([N:12]([H:13])[H:14])[H:17])([H:3])([C:4]([H:5])([H:6])[H:7])[F:16].[Cl-:15]
272,[C:1]([C:2]([H:8])([N:9]([H:10])[H:11])[H:14])([C:3]([H:4])([H:5])[H:6])([H:7])[Br:12].[F-:13]>>[Br-:12].[C:1](=[C:2]([H:8])[N:9]([H:10])[H:11])([C:3]([H:4])([H:5])[H:6])[H:7].[F:13][H:14]
273,[C:1]([C:2]([C:10]([H:11])([H:12])[H:13])([C:14]#[N:15])[H:18])([N+:3](=[O:4])[O-:5])([C:6]([H:7])([H:8])[H:9])[F:16].[Cl-:17]>>[C:1]([C:2]([C:10]([H:11])([H:12])[H:13])([C:14]#[N:15])[H:18])([N+:3](=[O:4])[O-:5])([C:6]([H:7])([H:8])[H:9])[Cl:17].[F-:16]
274,[C:1]([C:2]([C:9]#[N:10])([N+:11](=[O:12])[O-:13])[H:16])([C:3]([H:4])([H:5])[H:6])([C:7]#[N:8])[Br:14].[F-:15]>>[Br-:14].[C:1]([C:2]([C:9]#[N:10])([N+:11](=[O:12])[O-:13])[H:16])([C:3]([H:4])([H:5])[H:6])([C:7]#[N:8])[F:15]
275,[Br-:15].[C:1]([C:2]([N:8]([H:9])[H:10])([N:11]([H:12])[H:13])[H:16])([H:3])([C:4]([H:5])([H:6])[H:7])[F:14]>>[C:1]([C:2]([N:8]([H:9])[H:10])([N:11]([H:12])[H:13])[H:16])([H:3])([C:4]([H:5])([H:6])[H:7])[Br:15].[F-:14]
276,[C:1]([C:2]([H:7])([C:8]([H:9])([H:10])[H:11])[H:14])([H:3])([N+:4](=[O:5])[O-:6])[Br:12].[Cl-:13]>>[Br-:12].[C:1](=[C:2]([H:7])[C:8]([H:9])([H:10])[H:11])([H:3])[N+:4](=[O:5])[O-:6].[Cl:13][H:14]
277,[C:1]([C:2]([C:5]([H:6])([H:7])[H:8])([N:9]([H:10])[H:11])[H:14])([H:3])([H:4])[Br:12].[Cl-:13]>>[Br-:12].[C:1]([C:2]([C:5]([H:6])([H:7])[H:8])([N:9]([H:10])[H:11])[H:14])([H:3])([H:4])[Cl:13]
278,[C:1]([C:2]([C:8]#[N:9])([H:10])[H:13])([N:3]([H:4])[H:5])([C:6]#[N:7])[Cl:11].[F-:12]>>[C:1](=[C:2]([C:8]#[N:9])[H:10])([N:3]([H:4])[H:5])[C:6]#[N:7].[Cl-:11].[F:12][H:13]
279,[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([C:11]([H:12])([H:13])[H:14])[H:17])([H:3])([N+:4](=[O:5])[O-:6])[Br:15].[F-:16]>>[Br-:15].[C:1](=[C:2]([C:7]([H:8])([H:9])[H:10])[C:11]([H:12])([H:13])[H:14])([H:3])[N+:4](=[O:5])[O-:6].[F:16][H:17]
280,[Br-:10].[C:1]([C:2]([H:6])([C:7]#[N:8])[H:11])([H:3])([C:4]#[N:5])[Cl:9]>>[C:1]([C:2]([H:6])([C:7]#[N:8])[H:11])([H:3])([C:4]#[N:5])[Br:10].[Cl-:9]
281,[C:1]([C:2]([H:8])([C:9]([H:10])([H:11])[H:12])[H:15])([N:3]([H:4])[H:5])([C:6]#[N:7])[Cl:13].[F-:14]>>[C:1]([C:2]([H:8])([C:9]([H:10])([H:11])[H:12])[H:15])([N:3]([H:4])[H:5])([C:6]#[N:7])[F:14].[Cl-:13]
282,[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([H:11])[H:14])([H:3])([N+:4](=[O:5])[O-:6])[Br:12].[F-:13]>>[Br-:12].[C:1](=[C:2]([C:7]([H:8])([H:9])[H:10])[H:11])([H:3])[N+:4](=[O:5])[O-:6].[F:13][H:14]
283,[C:1]([C:2]([H:9])([C:10]([H:11])([H:12])[H:13])[H:16])([C:3]([H:4])([H:5])[H:6])([C:7]#[N:8])[Br:14].[F-:15]>>[Br-:14].[C:1](=[C:2]([H:9])[C:10]([H:11])([H:12])[H:13])([C:3]([H:4])([H:5])[H:6])[C:7]#[N:8].[F:15][H:16]
284,[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([C:11]([H:12])([H:13])[H:14])[H:17])([H:3])([N:4]([H:5])[H:6])[Br:15].[F-:16]>>[Br-:15].[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([C:11]([H:12])([H:13])[H:14])[H:17])([H:3])([N:4]([H:5])[H:6])[F:16]
285,[Br-:14].[C:1]([C:2]([N:7]([H:8])[H:9])([N:10]([H:11])[H:12])[H:15])([N+:3](=[O:4])[O-:5])([H:6])[Cl:13]>>[C:1]([C:2]([N:7]([H:8])[H:9])([N:10]([H:11])[H:12])[H:15])([N+:3](=[O:4])[O-:5])([H:6])[Br:14].[Cl-:13]
286,[C:1]([C:2]([N:8]([H:9])[H:10])([N:11]([H:12])[H:13])[H:16])([C:3]([H:4])([H:5])[H:6])([H:7])[Br:14].[F-:15]>>[Br-:14].[C:1](=[C:2]([N:8]([H:9])[H:10])[N:11]([H:12])[H:13])([C:3]([H:4])([H:5])[H:6])[H:7].[F:15][H:16]
287,[C:1]([C:2]([H:8])([C:9]([H:10])([H:11])[H:12])[H:15])([N+:3](=[O:4])[O-:5])([C:6]#[N:7])[Br:13].[F-:14]>>[Br-:13].[C:1](=[C:2]([H:8])[C:9]([H:10])([H:11])[H:12])([N+:3](=[O:4])[O-:5])[C:6]#[N:7].[F:14][H:15]
288,[C:1]([C:2]([N:8]([H:9])[H:10])([C:11]#[N:12])[H:15])([H:3])([C:4]([H:5])([H:6])[H:7])[Cl:13].[F-:14]>>[C:1]([C:2]([N:8]([H:9])[H:10])([C:11]#[N:12])[H:15])([H:3])([C:4]([H:5])([H:6])[H:7])[F:14].[Cl-:13]
289,[C:1]([C:2]([C:8]#[N:9])([H:10])[H:13])([C:3]#[N:4])([N:5]([H:6])[H:7])[F:11].[F-:12]>>[C:1](=[C:2]([C:8]#[N:9])[H:10])([C:3]#[N:4])[N:5]([H:6])[H:7].[F-:11].[F:12][H:13]
290,[Br-:12].[C:1]([C:2]([N+:5](=[O:6])[O-:7])([N:8]([H:9])[H:10])[H:13])([H:3])([H:4])[Cl:11]>>[C:1]([C:2]([N+:5](=[O:6])[O-:7])([N:8]([H:9])[H:10])[H:13])([H:3])([H:4])[Br:12].[Cl-:11]
291,[Br-:14].[C:1]([C:2]([N:7]([H:8])[H:9])([N:10]([H:11])[H:12])[H:15])([N+:3](=[O:4])[O-:5])([H:6])[Cl:13]>>[Br:14][H:15].[C:1](=[C:2]([N:7]([H:8])[H:9])[N:10]([H:11])[H:12])([N+:3](=[O:4])[O-:5])[H:6].[Cl-:13]
292,[C:1]([C:2]([N:10]([H:11])[H:12])([N:13]([H:14])[H:15])[H:18])([C:3]([H:4])([H:5])[H:6])([N:7]([H:8])[H:9])[Cl:16].[F-:17]>>[C:1](=[C:2]([N:10]([H:11])[H:12])[N:13]([H:14])[H:15])([C:3]([H:4])([H:5])[H:6])[N:7]([H:8])[H:9].[Cl-:16].[F:17][H:18]
293,[C:1]([C:2]([N:9]([H:10])[H:11])([H:12])[H:15])([N:3]([H:4])[H:5])([N+:6](=[O:7])[O-:8])[Cl:13].[F-:14]>>[C:1](=[C:2]([N:9]([H:10])[H:11])[H:12])([N:3]([H:4])[H:5])[N+:6](=[O:7])[O-:8].[Cl-:13].[F:14][H:15]
294,[Br-:15].[C:1]([C:2]([C:8]#[N:9])([C:10]([H:11])([H:12])[H:13])[H:16])([H:3])([C:4]([H:5])([H:6])[H:7])[Cl:14]>>[C:1]([C:2]([C:8]#[N:9])([C:10]([H:11])([H:12])[H:13])[H:16])([H:3])([C:4]([H:5])([H:6])[H:7])[Br:15].[Cl-:14]
295,[Br-:18].[C:1]([C:2]([C:10]([H:11])([H:12])[H:13])([N:14]([H:15])[H:16])[H:19])([C:3]([H:4])([H:5])[H:6])([N+:7](=[O:8])[O-:9])[Cl:17]>>[C:1]([C:2]([C:10]([H:11])([H:12])[H:13])([N:14]([H:15])[H:16])[H:19])([C:3]([H:4])([H:5])[H:6])([N+:7](=[O:8])[O-:9])[Br:18].[Cl-:17]
296,[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([N:11]([H:12])[H:13])[H:16])([H:3])([N+:4](=[O:5])[O-:6])[Cl:14].[Cl-:15]>>[C:1](=[C:2]([C:7]([H:8])([H:9])[H:10])[N:11]([H:12])[H:13])([H:3])[N+:4](=[O:5])[O-:6].[Cl-:14].[Cl:15][H:16]
297,[C:1]([C:2]([H:9])([N:10]([H:11])[H:12])[H:15])([C:3]([H:4])([H:5])[H:6])([C:7]#[N:8])[Br:13].[Cl-:14]>>[Br-:13].[C:1](=[C:2]([H:9])[N:10]([H:11])[H:12])([C:3]([H:4])([H:5])[H:6])[C:7]#[N:8].[Cl:14][H:15]
298,[C:1]([C:2]([H:9])([C:10]([H:11])([H:12])[H:13])[H:16])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[F:14].[Cl-:15]>>[C:1]([C:2]([H:9])([C:10]([H:11])([H:12])[H:13])[H:16])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[Cl:15].[F-:14]
299,[C:1]([C:2]([H:5])([C:6]([H:7])([H:8])[H:9])[H:12])([H:3])([H:4])[Cl:10].[F-:11]>>[C:1](=[C:2]([H:5])[C:6]([H:7])([H:8])[H:9])([H:3])[H:4].[Cl-:10].[F:11][H:12]
300,[C:1]([C:2]([C:8]([H:9])([H:10])[H:11])([C:12]#[N:13])[H:16])([C:3]([H:4])([H:5])[H:6])([H:7])[Cl:14].[F-:15]>>[C:1](=[C:2]([C:8]([H:9])([H:10])[H:11])[C:12]#[N:13])([C:3]([H:4])([H:5])[H:6])[H:7].[Cl-:14].[F:15][H:16]
301,[Br-:14].[C:1]([C:2]([H:8])([C:9]([H:10])([H:11])[H:12])[H:15])([C:3]([H:4])([H:5])[H:6])([H:7])[Br:13]>>[Br-:13].[Br:14][H:15].[C:1](=[C:2]([H:8])[C:9]([H:10])([H:11])[H:12])([C:3]([H:4])([H:5])[H:6])[H:7]
302,[C:1]([C:2]([C:6]#[N:7])([H:8])[H:11])([C:3]#[N:4])([H:5])[Br:9].[Cl-:10]>>[Br-:9].[C:1]([C:2]([C:6]#[N:7])([H:8])[H:11])([C:3]#[N:4])([H:5])[Cl:10]
303,[Br-:15].[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([N+:11](=[O:12])[O-:13])[H:16])([N:3]([H:4])[H:5])([H:6])[Cl:14]>>[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([N+:11](=[O:12])[O-:13])[H:16])([N:3]([H:4])[H:5])([H:6])[Br:15].[Cl-:14]
304,[C:1]([C:2]([H:11])([H:12])[H:15])([C:3]([H:4])([H:5])[H:6])([C:7]([H:8])([H:9])[H:10])[Cl:13].[F-:14]>>[C:1](=[C:2]([H:11])[H:12])([C:3]([H:4])([H:5])[H:6])[C:7]([H:8])([H:9])[H:10].[Cl-:13].[F:14][H:15]
305,[C:1]([C:2]([N:8]([H:9])[H:10])([N:11]([H:12])[H:13])[H:16])([H:3])([C:4]([H:5])([H:6])[H:7])[Cl:14].[Cl-:15]>>[C:1](=[C:2]([N:8]([H:9])[H:10])[N:11]([H:12])[H:13])([H:3])[C:4]([H:5])([H:6])[H:7].[Cl-:14].[Cl:15][H:16]
306,[Br-:13].[C:1]([C:2]([H:8])([N:9]([H:10])[H:11])[H:14])([H:3])([C:4]([H:5])([H:6])[H:7])[F:12]>>[C:1]([C:2]([H:8])([N:9]([H:10])[H:11])[H:14])([H:3])([C:4]([H:5])([H:6])[H:7])[Br:13].[F-:12]
307,[C:1]([C:2]([N+:7](=[O:8])[O-:9])([N:10]([H:11])[H:12])[H:15])([N+:3](=[O:4])[O-:5])([H:6])[F:13].[Cl-:14]>>[C:1]([C:2]([N+:7](=[O:8])[O-:9])([N:10]([H:11])[H:12])[H:15])([N+:3](=[O:4])[O-:5])([H:6])[Cl:14].[F-:13]
308,[C:1]([C:2]([N:7]([H:8])[H:9])([C:10]([H:11])([H:12])[H:13])[H:16])([H:3])([N:4]([H:5])[H:6])[Cl:14].[F-:15]>>[C:1](=[C:2]([N:7]([H:8])[H:9])[C:10]([H:11])([H:12])[H:13])([H:3])[N:4]([H:5])[H:6].[Cl-:14].[F:15][H:16]
309,[C:1]([C:2]([H:10])([H:11])[H:14])([N+:3](=[O:4])[O-:5])([C:6]([H:7])([H:8])[H:9])[F:12].[Cl-:13]>>[C:1]([C:2]([H:10])([H:11])[H:14])([N+:3](=[O:4])[O-:5])([C:6]([H:7])([H:8])[H:9])[Cl:13].[F-:12]
310,[C:1]([C:2]([H:8])([H:9])[H:12])([H:3])([C:4]([H:5])([H:6])[H:7])[Br:10].[Cl-:11]>>[Br-:10].[C:1]([C:2]([H:8])([H:9])[H:12])([H:3])([C:4]([H:5])([H:6])[H:7])[Cl:11]
311,[C:1]([C:2]([C:6]([H:7])([H:8])[H:9])([N:10]([H:11])[H:12])[H:15])([C:3]#[N:4])([H:5])[Br:13].[F-:14]>>[Br-:13].[C:1](=[C:2]([C:6]([H:7])([H:8])[H:9])[N:10]([H:11])[H:12])([C:3]#[N:4])[H:5].[F:14][H:15]
312,[Br-:14].[C:1]([C:2]([N:9]([H:10])[H:11])([H:12])[H:15])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[Br:13]>>[Br-:13].[Br:14][H:15].[C:1](=[C:2]([N:9]([H:10])[H:11])[H:12])([C:3]#[N:4])[C:5]([H:6])([H:7])[H:8]
313,[C:1]([C:2]([N:6]([H:7])[H:8])([N+:9](=[O:10])[O-:11])[H:14])([C:3]#[N:4])([H:5])[Br:12].[F-:13]>>[Br-:12].[C:1]([C:2]([N:6]([H:7])[H:8])([N+:9](=[O:10])[O-:11])[H:14])([C:3]#[N:4])([H:5])[F:13]
314,[C:1]([C:2]([C:7]#[N:8])([C:9]([H:10])([H:11])[H:12])[H:15])([N+:3](=[O:4])[O-:5])([H:6])[Cl:13].[F-:14]>>[C:1]([C:2]([C:7]#[N:8])([C:9]([H:10])([H:11])[H:12])[H:15])([N+:3](=[O:4])[O-:5])([H:6])[F:14].[Cl-:13]
315,[C:1]([C:2]([H:9])([N:10]([H:11])[H:12])[H:15])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[Cl:13].[F-:14]>>[C:1](=[C:2]([H:9])[N:10]([H:11])[H:12])([C:3]#[N:4])[C:5]([H:6])([H:7])[H:8].[Cl-:13].[F:14][H:15]
316,[C:1]([C:2]([H:9])([C:10]#[N:11])[H:14])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[Br:12].[Cl-:13]>>[Br-:12].[C:1]([C:2]([H:9])([C:10]#[N:11])[H:14])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[Cl:13]
317,[C:1]([C:2]([H:9])([C:10]#[N:11])[H:14])([N:3]([H:4])[H:5])([N+:6](=[O:7])[O-:8])[Br:12].[Cl-:13]>>[Br-:12].[C:1]([C:2]([H:9])([C:10]#[N:11])[H:14])([N:3]([H:4])[H:5])([N+:6](=[O:7])[O-:8])[Cl:13]
318,[C:1]([C:2]([C:7]([H:8])([H:9])[H:10])([N:11]([H:12])[H:13])[H:16])([N+:3](=[O:4])[O-:5])([H:6])[Cl:14].[Cl-:15]>>[C:1](=[C:2]([C:7]([H:8])([H:9])[H:10])[N:11]([H:12])[H:13])([N+:3](=[O:4])[O-:5])[H:6].[Cl-:14].[Cl:15][H:16]
319,[C:1]([C:2]([H:8])([C:9]#[N:10])[H:13])([H:3])([C:4]([H:5])([H:6])[H:7])[Br:11].[Cl-:12]>>[Br-:11].[C:1]([C:2]([H:8])([C:9]#[N:10])[H:13])([H:3])([C:4]([H:5])([H:6])[H:7])[Cl:12]
320,[C:1]([C:2]([C:6]#[N:7])([N+:8](=[O:9])[O-:10])[H:13])([H:3])([C:4]#[N:5])[Br:11].[Cl-:12]>>[Br-:11].[C:1]([C:2]([C:6]#[N:7])([N+:8](=[O:9])[O-:10])[H:13])([H:3])([C:4]#[N:5])[Cl:12]
321,[C:1]([C:2]([N+:6](=[O:7])[O-:8])([H:9])[H:12])([C:3]#[N:4])([H:5])[Br:10].[Cl-:11]>>[Br-:10].[C:1]([C:2]([N+:6](=[O:7])[O-:8])([H:9])[H:12])([C:3]#[N:4])([H:5])[Cl:11]
322,[C:1]([C:2]([N:8]([H:9])[H:10])([N+:11](=[O:12])[O-:13])[H:16])([C:3]([H:4])([H:5])[H:6])([H:7])[Br:14].[Cl-:15]>>[Br-:14].[C:1]([C:2]([N:8]([H:9])[H:10])([N+:11](=[O:12])[O-:13])[H:16])([C:3]([H:4])([H:5])[H:6])([H:7])[Cl:15]
323,[C:1]([C:2]([C:5]([H:6])([H:7])[H:8])([H:9])[H:12])([H:3])([H:4])[Cl:10].[F-:11]>>[C:1](=[C:2]([C:5]([H:6])([H:7])[H:8])[H:9])([H:3])[H:4].[Cl-:10].[F:11][H:12]
324,[Br-:15].[C:1]([C:2]([H:9])([C:10]([H:11])([H:12])[H:13])[H:16])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[F:14]>>[C:1]([C:2]([H:9])([C:10]([H:11])([H:12])[H:13])[H:16])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[Br:15].[F-:14]
325,[C:1]([C:2]([C:9]([H:10])([H:11])[H:12])([H:13])[H:16])([N:3]([H:4])[H:5])([N+:6](=[O:7])[O-:8])[Cl:14].[F-:15]>>[C:1]([C:2]([C:9]([H:10])([H:11])[H:12])([H:13])[H:16])([N:3]([H:4])[H:5])([N+:6](=[O:7])[O-:8])[F:15].[Cl-:14]
326,[C:1]([C:2]([H:8])([N+:9](=[O:10])[O-:11])[H:14])([C:3]([H:4])([H:5])[H:6])([H:7])[F:12].[Cl-:13]>>[C:1]([C:2]([H:8])([N+:9](=[O:10])[O-:11])[H:14])([C:3]([H:4])([H:5])[H:6])([H:7])[Cl:13].[F-:12]
327,[Br-:14].[C:1]([C:2]([H:9])([N:10]([H:11])[H:12])[H:15])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[Cl:13]>>[C:1]([C:2]([H:9])([N:10]([H:11])[H:12])[H:15])([C:3]#[N:4])([C:5]([H:6])([H:7])[H:8])[Br:14].[Cl-:13]
328,[C:1]([C:2]([C:8]#[N:9])([C:10]([H:11])([H:12])[H:13])[H:16])([C:3]#[N:4])([N:5]([H:6])[H:7])[Cl:14].[F-:15]>>[C:1]([C:2]([C:8]#[N:9])([C:10]([H:11])([H:12])[H:13])[H:16])([C:3]#[N:4])([N:5]([H:6])[H:7])[F:15].[Cl-:14]
329,[C:1]([C:2]([H:11])([C:12]([H:13])([H:14])[H:15])[H:18])([C:3]([H:4])([H:5])[H:6])([C:7]([H:8])([H:9])[H:10])[Cl:16].[F-:17]>>[C:1](=[C:2]([H:11])[C:12]([H:13])([H:14])[H:15])([C:3]([H:4])([H:5])[H:6])[C:7]([H:8])([H:9])[H:10].[Cl-:16].[F:17][H:18]
330,[C:1]([C:2]([N:10]([H:11])[H:12])([N:13]([H:14])[H:15])[H:18])([N+:3](=[O:4])[O-:5])([C:6]([H:7])([H:8])[H:9])[Br:16].[F-:17]>>[Br-:16].[C:1](=[C:2]([N:10]([H:11])[H:12])[N:13]([H:14])[H:15])([N+:3](=[O:4])[O-:5])[C:6]([H:7])([H:8])[H:9].[F:17][H:18]
331,[C:1]([C:2]([N:8]([H:9])[H:10])([N:11]([H:12])[H:13])[H:16])([N+:3](=[O:4])[O-:5])([C:6]#[N:7])[Cl:14].[F-:15]>>[C:1](=[C:2]([N:8]([H:9])[H:10])[N:11]([H:12])[H:13])([N+:3](=[O:4])[O-:5])[C:6]#[N:7].[Cl-:14].[F:15][H:16]
332,[C:1]([C:2]([H:7])([C:8]#[N:9])[H:12])([C:3]#[N:4])([C:5]#[N:6])[Br:10].[Cl-:11]>>[Br-:10].[C:1](=[C:2]([H:7])[C:8]#[N:9])([C:3]#[N:4])[C:5]#[N:6].[Cl:11][H:12]
